,lyft_display_name,lyft_max_estimate,lyft_min_estimate,lyft_distance,lyft_duration,lyft_category
51541,Lyft Line,457,457,1.58,430,Carpool Service
51547,Lyft Line,515,515,2.26,519,Carpool Service
51553,Lyft Line,633,633,2.47,614,Carpool Service
51559,Lyft Line,952,952,2.22,556,Carpool Service
51565,Lyft Line,979,979,2.73,785,Carpool Service
51571,Lyft Line,1090,1090,3.72,624,Carpool Service
51577,Lyft Line,829,829,3.3,876,Carpool Service
51583,Lyft Line,645,645,2.69,579,Carpool Service
51589,Lyft Line,521,521,2.16,582,Carpool Service
51595,Lyft Line,597,597,2.26,591,Carpool Service
51601,Lyft Line,653,653,1.66,380,Carpool Service
51607,Lyft Line,610,610,2.65,607,Carpool Service
51613,Lyft Line,457,457,1.62,449,Carpool Service
51619,Lyft Line,830,830,1.65,485,Carpool Service
51625,Lyft Line,570,570,2.59,571,Carpool Service
51631,Lyft Line,555,555,2.37,626,Carpool Service
51637,Lyft Line,571,571,3.03,672,Carpool Service
51643,Lyft Line,563,563,2.92,626,Carpool Service
51649,Lyft Line,534,534,2.65,585,Carpool Service
51655,Lyft Line,926,926,4.17,863,Carpool Service
51661,Lyft Line,524,524,1.53,435,Carpool Service
51667,Lyft Line,559,559,1.59,480,Carpool Service
51673,Lyft Line,513,513,1.96,586,Carpool Service
51679,Lyft Line,670,670,3.35,794,Carpool Service
51685,Lyft Line,525,525,2.3,474,Carpool Service
51691,Lyft Line,541,541,2.37,684,Carpool Service
51697,Lyft Line,586,586,1.43,406,Carpool Service
51703,Lyft Line,617,617,3.13,771,Carpool Service
51709,Lyft Line,587,587,2.4,452,Carpool Service
51715,Lyft Line,1130,1130,3.52,775,Carpool Service
51721,Lyft Line,778,778,2.19,484,Carpool Service
51727,Lyft Line,767,767,2.72,607,Carpool Service
51733,Lyft Line,548,548,2.85,674,Carpool Service
51739,Lyft Line,531,531,1.45,434,Carpool Service
51745,Lyft Line,735,735,2.35,560,Carpool Service
51751,Lyft Line,500,500,2.09,426,Carpool Service
51757,Lyft Line,609,609,2.96,797,Carpool Service
51763,Lyft Line,618,618,3.13,772,Carpool Service
51769,Lyft Line,648,648,3.43,747,Carpool Service
51775,Lyft Line,456,456,1.51,457,Carpool Service
51781,Lyft Line,545,545,2.99,556,Carpool Service
51787,Lyft Line,558,558,2.3,626,Carpool Service
51793,Lyft Line,503,503,2.04,621,Carpool Service
51799,Lyft Line,458,458,1.59,434,Carpool Service
51805,Lyft Line,553,553,2.63,556,Carpool Service
51811,Lyft Line,525,525,2.3,473,Carpool Service
51817,Lyft Line,500,500,2.05,530,Carpool Service
51823,Lyft Line,654,654,3.21,723,Carpool Service
51829,Lyft Line,651,651,3.17,728,Carpool Service
51835,Lyft Line,519,519,2.2,558,Carpool Service
51841,Lyft Line,595,595,3.24,712,Carpool Service
51847,Lyft Line,552,552,2.53,553,Carpool Service
51853,Lyft Line,495,495,2.17,450,Carpool Service
51859,Lyft Line,739,739,3.94,935,Carpool Service
51865,Lyft Line,464,464,2.69,676,Carpool Service
51871,Lyft Line,525,525,2.42,466,Carpool Service
51877,Lyft Line,564,564,2.84,640,Carpool Service
51883,Lyft Line,566,566,2.57,555,Carpool Service
51889,Lyft Line,540,540,2.21,581,Carpool Service
51895,Lyft Line,465,465,1.72,449,Carpool Service
51901,Lyft Line,445,445,1.79,468,Carpool Service
51907,Lyft Line,455,455,1.74,463,Carpool Service
51913,Lyft Line,622,622,3.07,687,Carpool Service
51919,Lyft Line,572,572,2.37,747,Carpool Service
51925,Lyft Line,612,612,2.96,748,Carpool Service
51931,Lyft Line,597,597,2.05,628,Carpool Service
51937,Lyft Line,607,607,2.15,553,Carpool Service
51943,Lyft Line,673,673,2.7,593,Carpool Service
51949,Lyft Line,538,538,2.11,684,Carpool Service
51955,Lyft Line,607,607,2.02,602,Carpool Service
51961,Lyft Line,493,493,2.15,614,Carpool Service
51967,Lyft Line,574,574,3.71,624,Carpool Service
51973,Lyft Line,606,606,2.34,512,Carpool Service
51979,Lyft Line,1240,1240,1.63,497,Carpool Service
51985,Lyft Line,949,949,2.43,643,Carpool Service
51991,Lyft Line,971,971,2.4,494,Carpool Service
51997,Lyft Line,826,826,3.73,752,Carpool Service
52003,Lyft Line,679,679,2.73,567,Carpool Service
52009,Lyft Line,467,467,1.55,458,Carpool Service
52015,Lyft Line,742,742,3.17,554,Carpool Service
52021,Lyft Line,464,464,2.63,698,Carpool Service
52027,Lyft Line,542,542,1.4,430,Carpool Service
52033,Lyft Line,628,628,2.51,537,Carpool Service
52039,Lyft Line,908,908,2.34,643,Carpool Service
52045,Lyft Line,1030,1030,2.46,573,Carpool Service
52051,Lyft Line,955,955,2.6,629,Carpool Service
52057,Lyft Line,748,748,2.84,689,Carpool Service
52063,Lyft Line,862,862,1.71,509,Carpool Service
52069,Lyft Line,484,484,1.6,453,Carpool Service
52075,Lyft Line,685,685,2.89,576,Carpool Service
52081,Lyft Line,676,676,2.34,750,Carpool Service
52087,Lyft Line,442,442,1.5,530,Carpool Service
52093,Lyft Line,546,546,2.7,582,Carpool Service
52099,Lyft Line,487,487,2.0,517,Carpool Service
52105,Lyft Line,837,837,2.61,670,Carpool Service
52111,Lyft Line,534,534,2.71,748,Carpool Service
52117,Lyft Line,471,471,1.44,455,Carpool Service
52123,Lyft Line,465,465,1.63,486,Carpool Service
52129,Lyft Line,695,695,3.56,786,Carpool Service
52135,Lyft Line,752,752,4.23,827,Carpool Service
52141,Lyft Line,496,496,1.76,616,Carpool Service
52147,Lyft Line,524,524,1.53,440,Carpool Service
52153,Lyft Line,482,482,1.71,534,Carpool Service
52159,Lyft Line,558,558,2.95,636,Carpool Service
52165,Lyft Line,525,525,1.98,593,Carpool Service
52171,Lyft Line,527,527,1.86,490,Carpool Service
52177,Lyft Line,749,749,2.0,663,Carpool Service
52183,Lyft Line,515,515,2.52,706,Carpool Service
52189,Lyft Line,522,522,2.44,696,Carpool Service
52195,Lyft Line,391,391,2.19,543,Carpool Service
52201,Lyft Line,600,600,2.96,850,Carpool Service
52207,Lyft Line,580,580,3.05,688,Carpool Service
52213,Lyft Line,530,530,2.39,575,Carpool Service
52219,Lyft Line,797,797,3.0,817,Carpool Service
52225,Lyft Line,708,708,2.8,622,Carpool Service
52231,Lyft Line,513,513,1.98,637,Carpool Service
52237,Lyft Line,535,535,2.66,578,Carpool Service
52243,Lyft Line,572,572,2.53,565,Carpool Service
52249,Lyft Line,515,515,2.41,748,Carpool Service
52255,Lyft Line,682,682,3.25,843,Carpool Service
52261,Lyft Line,500,500,1.94,530,Carpool Service
52267,Lyft Line,479,479,1.83,587,Carpool Service
52273,Lyft Line,540,540,2.78,565,Carpool Service
52279,Lyft Line,541,541,2.31,624,Carpool Service
52285,Lyft Line,464,464,1.38,452,Carpool Service
52291,Lyft Line,556,556,2.51,534,Carpool Service
52297,Lyft Line,618,618,3.11,829,Carpool Service
52303,Lyft Line,548,548,2.39,538,Carpool Service
52309,Lyft Line,758,758,3.15,714,Carpool Service
52315,Lyft Line,539,539,2.74,706,Carpool Service
52321,Lyft Line,492,492,1.93,462,Carpool Service
52327,Lyft Line,497,497,1.8,535,Carpool Service
52333,Lyft Line,759,759,4.7,805,Carpool Service
52339,Lyft Line,619,619,3.13,734,Carpool Service
52345,Lyft Line,536,536,2.34,474,Carpool Service
52351,Lyft Line,559,559,2.75,540,Carpool Service
52357,Lyft Line,468,468,1.8,365,Carpool Service
52363,Lyft Line,568,568,2.91,702,Carpool Service
52369,Lyft Line,505,505,2.65,666,Carpool Service
52375,Lyft Line,583,583,2.93,674,Carpool Service
52381,Lyft Line,437,437,1.65,378,Carpool Service
52387,Lyft Line,527,527,3.12,552,Carpool Service
52393,Lyft Line,983,983,3.25,759,Carpool Service
52399,Lyft Line,510,510,1.92,511,Carpool Service
52405,Lyft Line,528,528,2.79,636,Carpool Service
52411,Lyft Line,703,703,2.38,714,Carpool Service
52417,Lyft Line,797,797,2.36,640,Carpool Service
52423,Lyft Line,584,584,2.29,672,Carpool Service
52429,Lyft Line,539,539,1.83,480,Carpool Service
52435,Lyft Line,744,744,2.75,673,Carpool Service
52441,Lyft Line,851,851,1.87,390,Carpool Service
52447,Lyft Line,1010,1010,3.84,607,Carpool Service
52453,Lyft Line,1240,1240,3.03,785,Carpool Service
52459,Lyft Line,878,878,2.23,505,Carpool Service
52465,Lyft Line,879,879,3.32,817,Carpool Service
52471,Lyft Line,993,993,2.24,538,Carpool Service
52477,Lyft Line,696,696,2.3,473,Carpool Service
52483,Lyft Line,543,543,2.9,487,Carpool Service
52489,Lyft Line,911,911,2.9,707,Carpool Service
52495,Lyft Line,779,779,2.45,554,Carpool Service
52501,Lyft Line,825,825,2.12,438,Carpool Service
52507,Lyft Line,1019,1019,2.54,508,Carpool Service
52513,Lyft Line,889,889,2.83,660,Carpool Service
52519,Lyft Line,859,859,1.73,464,Carpool Service
52525,Lyft Line,584,584,1.51,453,Carpool Service
52531,Lyft Line,702,702,1.95,539,Carpool Service
52537,Lyft Line,818,818,2.76,541,Carpool Service
52543,Lyft Line,973,973,4.36,806,Carpool Service
52549,Lyft Line,732,732,2.9,572,Carpool Service
52555,Lyft Line,998,998,2.42,483,Carpool Service
52561,Lyft Line,497,497,2.08,500,Carpool Service
52567,Lyft Line,580,580,2.9,572,Carpool Service
52573,Lyft Line,717,717,3.67,829,Carpool Service
52579,Lyft Line,935,935,2.16,440,Carpool Service
52585,Lyft Line,993,993,2.26,534,Carpool Service
52591,Lyft Line,545,545,1.57,407,Carpool Service
52597,Lyft Line,874,874,1.75,488,Carpool Service
52603,Lyft Line,1590,1590,2.82,545,Carpool Service
52609,Lyft Line,1760,1760,3.24,680,Carpool Service
52615,Lyft Line,980,980,1.71,471,Carpool Service
52621,Lyft Line,1250,1250,3.52,746,Carpool Service
52627,Lyft Line,831,831,1.55,439,Carpool Service
52633,Lyft Line,1080,1080,1.75,485,Carpool Service
52639,Lyft Line,1360,1360,3.81,796,Carpool Service
52645,Lyft Line,1310,1310,4.61,780,Carpool Service
52651,Lyft Line,1060,1060,3.01,670,Carpool Service
52657,Lyft Line,1120,1120,3.14,758,Carpool Service
52663,Lyft Line,932,932,2.05,476,Carpool Service
52669,Lyft Line,1110,1110,2.67,629,Carpool Service
52675,Lyft Line,1130,1130,1.87,528,Carpool Service
52681,Lyft Line,1170,1170,1.98,559,Carpool Service
52687,Lyft Line,993,993,2.89,574,Carpool Service
52693,Lyft Line,1220,1220,2.16,570,Carpool Service
52699,Lyft Line,964,964,2.91,531,Carpool Service
52705,Lyft Line,706,706,1.82,569,Carpool Service
52711,Lyft Line,746,746,2.29,474,Carpool Service
52717,Lyft Line,716,716,3.63,841,Carpool Service
52723,Lyft Line,659,659,2.47,553,Carpool Service
52729,Lyft Line,621,621,2.24,532,Carpool Service
52735,Lyft Line,858,858,2.8,585,Carpool Service
52741,Lyft Line,905,905,2.45,508,Carpool Service
52747,Lyft Line,668,668,3.64,661,Carpool Service
52753,Lyft Line,561,561,2.18,491,Carpool Service
52759,Lyft Line,474,474,1.81,550,Carpool Service
52765,Lyft Line,549,549,1.52,443,Carpool Service
52771,Lyft Line,686,686,2.53,632,Carpool Service
52777,Lyft Line,484,484,1.96,413,Carpool Service
52783,Lyft Line,446,446,1.41,411,Carpool Service
52789,Lyft Line,577,577,2.69,606,Carpool Service
52795,Lyft Line,649,649,3.17,761,Carpool Service
52801,Lyft Line,477,477,1.79,380,Carpool Service
52807,Lyft Line,871,871,2.34,600,Carpool Service
52813,Lyft Line,551,551,1.9,560,Carpool Service
52819,Lyft Line,643,643,2.06,369,Carpool Service
52825,Lyft Line,512,512,1.65,373,Carpool Service
52831,Lyft Line,1240,1240,3.29,721,Carpool Service
52837,Lyft Line,726,726,1.65,388,Carpool Service
52843,Lyft Line,637,637,2.42,529,Carpool Service
52849,Lyft Line,480,480,1.66,472,Carpool Service
52855,Lyft Line,565,565,2.19,446,Carpool Service
52861,Lyft Line,605,605,2.13,556,Carpool Service
52867,Lyft Line,492,492,1.92,430,Carpool Service
52873,Lyft Line,592,592,3.07,714,Carpool Service
52879,Lyft Line,497,497,2.0,529,Carpool Service
52885,Lyft Line,570,570,2.39,648,Carpool Service
52891,Lyft Line,813,813,3.27,689,Carpool Service
52897,Lyft Line,745,745,2.67,676,Carpool Service
52903,Lyft Line,482,482,2.03,411,Carpool Service
52909,Lyft Line,530,530,1.98,643,Carpool Service
52915,Lyft Line,541,541,1.49,484,Carpool Service
52921,Lyft Line,565,565,2.61,581,Carpool Service
52927,Lyft Line,661,661,2.45,571,Carpool Service
52933,Lyft Line,711,711,3.89,729,Carpool Service
52939,Lyft Line,464,464,1.59,461,Carpool Service
52945,Lyft Line,689,689,2.07,452,Carpool Service
52951,Lyft Line,484,484,1.81,527,Carpool Service
52957,Lyft Line,567,567,2.24,594,Carpool Service
52963,Lyft Line,753,753,2.68,665,Carpool Service
52969,Lyft Line,547,547,1.84,505,Carpool Service
52975,Lyft Line,925,925,2.36,605,Carpool Service
52981,Lyft Line,557,557,2.8,578,Carpool Service
52987,Lyft Line,710,710,2.4,734,Carpool Service
52993,Lyft Line,883,883,2.26,535,Carpool Service
52999,Lyft Line,872,872,1.71,471,Carpool Service
53005,Lyft Line,813,813,3.11,639,Carpool Service
53011,Lyft Line,431,431,2.49,624,Carpool Service
53017,Lyft Line,566,566,1.86,292,Carpool Service
53023,Lyft Line,548,548,2.59,632,Carpool Service
53029,Lyft Line,860,860,2.16,512,Carpool Service
53035,Lyft Line,1420,1420,3.93,883,Carpool Service
53041,Lyft Line,1010,1010,2.17,604,Carpool Service
53047,Lyft Line,995,995,2.21,556,Carpool Service
53053,Lyft Line,621,621,1.55,225,Carpool Service
53059,Lyft Line,957,957,3.09,772,Carpool Service
53065,Lyft Line,989,989,4.49,771,Carpool Service
53071,Lyft Line,817,817,3.3,699,Carpool Service
53077,Lyft Line,593,593,1.99,560,Carpool Service
53083,Lyft Line,496,496,1.94,545,Carpool Service
53089,Lyft Line,659,659,2.65,517,Carpool Service
53095,Lyft Line,853,853,1.97,601,Carpool Service
53101,Lyft Line,1100,1100,2.72,598,Carpool Service
53107,Lyft Line,962,962,2.0,562,Carpool Service
53113,Lyft Line,714,714,1.5,417,Carpool Service
53119,Lyft Line,889,889,1.91,449,Carpool Service
53125,Lyft Line,965,965,2.1,559,Carpool Service
53131,Lyft Line,1040,1040,2.31,598,Carpool Service
53137,Lyft Line,1060,1060,2.21,685,Carpool Service
53143,Lyft Line,998,998,2.31,518,Carpool Service
53149,Lyft Line,1190,1190,2.08,541,Carpool Service
53155,Lyft Line,1080,1080,2.52,613,Carpool Service
53161,Lyft Line,866,866,2.13,460,Carpool Service
53167,Lyft Line,698,698,1.95,536,Carpool Service
53173,Lyft Line,866,866,2.83,613,Carpool Service
53179,Lyft Line,1250,1250,3.52,739,Carpool Service
53185,Lyft Line,989,989,2.16,560,Carpool Service
53191,Lyft Line,1250,1250,3.52,739,Carpool Service
53197,Lyft Line,685,685,2.57,615,Carpool Service
53203,Lyft Line,805,805,2.38,585,Carpool Service
53209,Lyft Line,621,621,2.31,529,Carpool Service
53215,Lyft Line,557,557,2.31,403,Carpool Service
53221,Lyft Line,770,770,1.73,473,Carpool Service
53227,Lyft Line,1060,1060,3.19,701,Carpool Service
53233,Lyft Line,553,553,1.53,452,Carpool Service
53239,Lyft Line,960,960,2.03,547,Carpool Service
53245,Lyft Line,982,982,2.39,453,Carpool Service
53251,Lyft Line,782,782,1.85,430,Carpool Service
53257,Lyft Line,894,894,3.8,827,Carpool Service
53263,Lyft Line,1020,1020,1.72,410,Carpool Service
53269,Lyft Line,811,811,2.05,450,Carpool Service
53275,Lyft Line,1320,1320,2.7,663,Carpool Service
53281,Lyft Line,755,755,2.76,638,Carpool Service
53287,Lyft Line,766,766,1.68,482,Carpool Service
53293,Lyft Line,513,513,1.95,586,Carpool Service
53299,Lyft Line,732,732,2.0,541,Carpool Service
53305,Lyft Line,559,559,1.45,422,Carpool Service
53311,Lyft Line,758,758,2.58,402,Carpool Service
53317,Lyft Line,625,625,3.27,608,Carpool Service
53323,Lyft Line,535,535,2.3,757,Carpool Service
53329,Lyft Line,534,534,2.17,519,Carpool Service
53335,Lyft Line,541,541,2.73,540,Carpool Service
53341,Lyft Line,742,742,2.79,643,Carpool Service
53347,Lyft Line,545,545,2.16,569,Carpool Service
53353,Lyft Line,634,634,2.22,698,Carpool Service
53359,Lyft Line,557,557,2.88,657,Carpool Service
53365,Lyft Line,552,552,2.3,720,Carpool Service
53371,Lyft Line,629,629,3.07,670,Carpool Service
53377,Lyft Line,576,576,2.63,542,Carpool Service
53383,Lyft Line,460,460,1.49,447,Carpool Service
53389,Lyft Line,526,526,2.71,705,Carpool Service
53395,Lyft Line,542,542,2.18,593,Carpool Service
53401,Lyft Line,597,597,3.05,750,Carpool Service
53407,Lyft Line,559,559,2.31,705,Carpool Service
53413,Lyft Line,591,591,2.85,698,Carpool Service
53419,Lyft Line,506,506,2.27,767,Carpool Service
53425,Lyft Line,591,591,2.3,613,Carpool Service
53431,Lyft Line,566,566,1.96,537,Carpool Service
53437,Lyft Line,638,638,2.46,549,Carpool Service
53443,Lyft Line,490,490,1.82,587,Carpool Service
53449,Lyft Line,544,544,2.78,576,Carpool Service
53455,Lyft Line,705,705,2.12,517,Carpool Service
53461,Lyft Line,471,471,1.93,397,Carpool Service
53467,Lyft Line,754,754,2.81,687,Carpool Service
53473,Lyft Line,484,484,1.44,353,Carpool Service
53479,Lyft Line,495,495,1.96,493,Carpool Service
53485,Lyft Line,463,463,1.83,540,Carpool Service
53491,Lyft Line,565,565,1.96,570,Carpool Service
53497,Lyft Line,501,501,2.7,570,Carpool Service
53503,Lyft Line,498,498,2.24,403,Carpool Service
53509,Lyft Line,519,519,2.52,688,Carpool Service
53515,Lyft Line,521,521,2.39,454,Carpool Service
53521,Lyft Line,530,530,1.97,435,Carpool Service
53527,Lyft Line,549,549,2.45,621,Carpool Service
53533,Lyft Line,564,564,2.89,641,Carpool Service
53539,Lyft Line,474,474,2.8,626,Carpool Service
53545,Lyft Line,547,547,2.47,542,Carpool Service
53551,Lyft Line,621,621,1.66,488,Carpool Service
53557,Lyft Line,531,531,2.27,505,Carpool Service
53563,Lyft Line,499,499,2.77,609,Carpool Service
53569,Lyft Line,527,527,1.95,683,Carpool Service
53575,Lyft Line,552,552,2.74,591,Carpool Service
53581,Lyft Line,501,501,2.86,593,Carpool Service
53587,Lyft Line,567,567,1.52,433,Carpool Service
53593,Lyft Line,594,594,3.18,679,Carpool Service
53599,Lyft Line,574,574,2.75,523,Carpool Service
53605,Lyft Line,675,675,3.53,751,Carpool Service
53611,Lyft Line,559,559,2.7,514,Carpool Service
53617,Lyft Line,529,529,2.24,553,Carpool Service
53623,Lyft Line,553,553,2.25,702,Carpool Service
53629,Lyft Line,484,484,1.92,534,Carpool Service
53635,Lyft Line,613,613,3.15,818,Carpool Service
53641,Lyft Line,544,544,2.77,583,Carpool Service
53647,Lyft Line,475,475,1.56,423,Carpool Service
53653,Lyft Line,436,436,1.69,268,Carpool Service
53659,Lyft Line,564,564,2.61,562,Carpool Service
53665,Lyft Line,471,471,1.73,502,Carpool Service
53671,Lyft Line,499,499,1.87,549,Carpool Service
53677,Lyft Line,510,510,1.95,636,Carpool Service
53683,Lyft Line,521,521,2.33,474,Carpool Service
53689,Lyft Line,576,576,2.62,502,Carpool Service
53695,Lyft Line,613,613,3.0,745,Carpool Service
53701,Lyft Line,550,550,2.3,585,Carpool Service
53707,Lyft Line,456,456,1.72,407,Carpool Service
53713,Lyft Line,570,570,2.95,794,Carpool Service
53719,Lyft Line,482,482,2.71,664,Carpool Service
53725,Lyft Line,619,619,2.29,620,Carpool Service
53731,Lyft Line,489,489,1.54,431,Carpool Service
53737,Lyft Line,479,479,1.65,542,Carpool Service
53743,Lyft Line,761,761,2.83,707,Carpool Service
53749,Lyft Line,486,486,2.05,421,Carpool Service
53755,Lyft Line,598,598,2.91,752,Carpool Service
53761,Lyft Line,505,505,2.05,587,Carpool Service
53767,Lyft Line,545,545,2.8,581,Carpool Service
53773,Lyft Line,542,542,2.23,574,Carpool Service
53779,Lyft Line,631,631,3.42,713,Carpool Service
53785,Lyft Line,526,526,2.43,460,Carpool Service
53791,Lyft Line,506,506,1.97,540,Carpool Service
53797,Lyft Line,561,561,3.09,640,Carpool Service
53803,Lyft Line,529,529,2.24,581,Carpool Service
53809,Lyft Line,624,624,2.47,493,Carpool Service
53815,Lyft Line,450,450,1.83,433,Carpool Service
53821,Lyft Line,558,558,2.45,564,Carpool Service
53827,Lyft Line,570,570,3.36,891,Carpool Service
53833,Lyft Line,517,517,3.05,653,Carpool Service
53839,Lyft Line,641,641,3.32,810,Carpool Service
53845,Lyft Line,469,469,1.61,406,Carpool Service
53851,Lyft Line,531,531,2.24,559,Carpool Service
53857,Lyft Line,317,317,1.64,467,Carpool Service
